Delay (ps),Setting
9000,959
9025,962
9050,964
9075,967
9100,970
9125,973
9150,975
9175,978
9200,981
9225,983
9250,986
9275,989
9300,991
9325,994
9350,997
9375,1000
9400,1002
9425,1005
9450,1008
9475,1010
9500,1013
9525,1016
9550,1019
9575,1021
9600,1024
9625,1027
9650,1029
9675,1032
9700,1035
9725,1037
9750,1040
9775,1043
9800,1045
9825,1048
9850,1051
9875,1054
9900,1056
9925,1059
9950,1062
9975,1064
10000,1067
10025,1070
10050,1072
10075,1075
10100,1078
10125,1080
10150,1083
10175,1086
10200,1088
10225,1091
10250,1094
10275,1096
10300,1099
10325,1102
10350,1105
10375,1107
10400,1110
10425,1113
10450,1115
10475,1118
10500,1121
10525,1123
10550,1126
10575,1129
10600,1131
10625,1134
10650,1137
10675,1139
10700,1142
10725,1145
10750,1148
10775,1150
10800,1153
10825,1156
10850,1159
10875,1161
10900,1164
10925,1167
10950,1169
10975,1172
11000,1175
11025,1178
11050,1181
11075,1183
11100,1186
11125,1189
11150,1192
11175,1194
11200,1197
11225,1200
11250,1203
11275,1206
11300,1208
11325,1211
11350,1214
11375,1217
11400,1220
11425,1222
11450,1225
11475,1228
11500,1231
11525,1234
11550,1236
11575,1239
11600,1242
11625,1245
11650,1248
11675,1250
11700,1253
11725,1256
11750,1259
11775,1261
11800,1264
11825,1267
11850,1270
11875,1272
11900,1275
11925,1278
11950,1281
11975,1283
12000,1286
12025,1289
12050,1291
12075,1294
12100,1297
12125,1299
12150,1302
12175,1305
12200,1307
12225,1310
12250,1313
12275,1315
12300,1318
12325,1320
12350,1323
12375,1326
12400,1328
12425,1331
12450,1333
12475,1336
12500,1339
12525,1341
12550,1344
12575,1346
12600,1349
12625,1352
12650,1354
12675,1357
12700,1359
12725,1362
12750,1365
12775,1367
12800,1370
12825,1373
12850,1375
12875,1378
12900,1380
12925,1383
12950,1386
12975,1388
13000,1391
13025,1394
13050,1396
13075,1399
13100,1402
13125,1404
13150,1407
13175,1410
13200,1413
13225,1415
13250,1418
13275,1421
13300,1423
13325,1426
13350,1429
13375,1432
13400,1434
13425,1437
13450,1440
13475,1443
13500,1445
13525,1448
13550,1451
13575,1454
13600,1456
13625,1459
13650,1462
13675,1465
13700,1468
13725,1470
13750,1473
13775,1476
13800,1479
13825,1482
13850,1484
13875,1487
13900,1490
13925,1493
13950,1495
13975,1498
14000,1501
14025,1504
14050,1507
14075,1509
14100,1512
14125,1515
14150,1518
14175,1520
14200,1523
14225,1526
14250,1529
14275,1532
14300,1534
14325,1537
14350,1540
14375,1543
14400,1545
14425,1548
14450,1551
14475,1554
14500,1556
14525,1559
14550,1562
14575,1565
14600,1567
14625,1570
14650,1573
14675,1576
14700,1578
14725,1581
14750,1584
14775,1586
14800,1589
14825,1592
14850,1595
14875,1597
14900,1600
14925,1603
14950,1606
14975,1608
15000,1611
15025,1614
15050,1616
15075,1619
15100,1622
15125,1625
15150,1627
15175,1630
15200,1633
15225,1635
15250,1638
15275,1641
15300,1643
15325,1646
15350,1649
15375,1652
15400,1654
15425,1657
15450,1660
15475,1662
15500,1665
15525,1668
15550,1670
15575,1673
15600,1676
15625,1678
15650,1681
15675,1684
15700,1687
15725,1689
15750,1692
15775,1695
15800,1697
15825,1700
15850,1703
15875,1705
15900,1708
15925,1711
15950,1714
15975,1716
16000,1719
16025,1722
16050,1724
16075,1727
16100,1730
16125,1733
16150,1735
16175,1738
16200,1741
16225,1744
16250,1746
16275,1749
16300,1752
16325,1754
16350,1757
16375,1760
16400,1763
16425,1765
16450,1768
16475,1771
16500,1774
16525,1776
16550,1779
16575,1782
16600,1785
16625,1787
16650,1790
16675,1793
16700,1796
16725,1798
16750,1801
16775,1804
16800,1807
16825,1810
16850,1812
16875,1815
16900,1818
16925,1821
16950,1823
16975,1826
17000,1829
17025,1832
17050,1835
17075,1837
17100,1840
17125,1843
17150,1846
17175,1848
17200,1851
17225,1854
17250,1857
17275,1860
17300,1862
17325,1865
17350,1868
17375,1871
17400,1874
17425,1876
17450,1879
17475,1882
17500,1885
17525,1888
17550,1890
17575,1893
17600,1896
17625,1899
17650,1902
17675,1904
17700,1907
17725,1910
17750,1913
17775,1916
17800,1919
17825,1921
17850,1924
17875,1927
17900,1930
17925,1933
17950,1935
17975,1938
18000,1941
